person_id,glasses,beard,moustache,poses,gender,race
00460,No,No,No,"fb,hr,pl,hl,pr,fa",Male,Hispanic
00626,No,No,Yes,"hr,hl,rb,qr,fa,rc,pr,fb,ql,re,rd,pl,ra",Male,White
00773,No,No,No,"rc,pr,ra,ql,qr,hl,pl,fa,hr,fb,rb",Female,Hispanic
00089,No,No,Yes,"pl,hr,fa,pr,fb",Male,Asian
00771,No,No,No,"fa,ql,hl,qr,rc,fb,rd,re,hr,pl,rb,ra,pr",Male,White
00635,No,No,No,"fb,pr,rc,qr,hr,pl,rd,ql,fa,hl,re",Female,Hispanic
00875,No,No,No,"pl,hl,fa,pr",Male,White
00558,No,Yes,No,"pr,ql,hl,qr,hr,fb,pl,fa",Male,Black
00801,No,No,Yes,"rd,fb,re,hr,pr,pl,fa,qr,rc,hl,ql",Male,Black
00735,No,Yes,No,"ql,hr,fa,qr,fb,pr,re,rd,pl,rc,hl",Male,White
00723,No,No,No,"fb,fa,hl,rb,qr,ra,ql,rc,pr,hr,pl",Female,White
00506,Yes,No,No,"ql,a,fa,hl,hr,pl,qr,pr,fb",Female,White
00398,No,No,No,"hr,pr,hl,pl,fa,fb",Female,White
00728,No,No,No,"ql,rc,qr,re,hr,pl,rb,fa,hl,ra,fb,pr,rd",Female,White
00224,No,No,No,"pl,hl,fb,hr,pr,fa",Female,White
00911,No,No,No,"pl,fb,qr,hl,pr,rb,hr,rc,fa,ra,ql",Male,Asian
00494,No,Yes,No,"pr,qr,hr,ql,hl,fa,pl,fb",Male,White
00568,No,No,No,"fb,qr,rc,pr,hl,fa,ql,re,hr,rd,pl",Female,Asian
00162,No,No,No,"fa,hl,fb,pr,pl,hr",Male,White
00040,No,No,No,"hr,fa,fb,pr,pl,hl",Female,White
00622,No,No,Yes,"hl,fb,hr,re,rc,fa,rd,qr,pl,ql,pr",Male,Hispanic
00380,No,No,No,"fb,pr,fa,pl,hr,hl",Female,White
00738,No,No,No,"fa,pr,qr,rc,ql,hr,fb,rb,hl,ra,pl",Male,White
00344,No,No,No,"hl,hr,pr,pl,fa,fb",Female,White
00003,Yes,No,Yes,"a,fa,rd,qr,pr,hr,re,pl,hl,fb,ql,rc",Male,Black
00566,No,No,No,"ql,fb,hl,pl,re,hr,pr,qr,rd,rc,fa",Male,Asian
00769,No,No,No,"rc,fb,hl,pl,pr,qr,fa,re,ql,hr,rd,rb,ra",Female,Black
00578,No,No,No,"ql,pr,hr,hl,pl,fa,ra,rc,fb,qr,rb",Male,Asian
00650,No,No,No,"hr,rd,qr,fb,rc,pl,pr,re,fa,ql,hl",Female,Asian
00908,No,Yes,No,"rc,pl,hl,fa,ql,qr,hr,ra,pr,rb,fb",Male,White
00489,No,Yes,No,"hl,fb,pr,ql,qr,hr,fa,pl",Male,White
00990,No,No,Yes,"ql,fb,pr,fa,pl,re,qr,hl,rc,hr,rd",Male,Asian
00121,No,No,No,"hr,fa,fb,pl,pr",Female,Black
00063,No,No,No,"pr,hr,fb,fa,pl",Male,Hispanic
00446,No,No,No,"pl,pr,fa,hr,fb,hl",Female,Black
00588,No,No,No,"hr,ql,pl,fb,qr,pr,fa,ra,hl,rc,rb",Male,Asian
00918,No,Yes,No,"hr,fb,ql,fa,pr,qr,rc,ra,rb,pl,hl",Male,White
00383,Yes,No,No,"ql,fa,re,hl,a,pr,rc,pl,hr,fb,qr,rd",Male,Asian
00549,Yes,No,No,"pl,a,hl,fb,hr,pr,fa,ql,qr",Female,Hispanic
00192,No,No,No,"pl,hr,hl,fa,fb,pr",Male,Asian
00414,Yes,No,No,"hl,a,pr,pl,hr,fa,fb",Female,White
00467,No,No,Yes,"ql,pr,pl,hr,hl,qr,fb,fa",Male,Black
00684,No,No,No,"ra,rc,rb,ql,hl,fb,fa,pl,pr,hr,qr",Male,White
00652,No,No,No,"fa,rc,ql,pr,ra,pl,qr,rb,hl,hr,fb",Male,Asian
00230,No,No,No,"pr,hr,pl,fb,hl,fa",Male,White
00758,No,No,No,"pl,hl,re,fa,rc,qr,fb,hr,ql,rd,rb,pr,ra",Female,White
00269,Yes,No,No,"a,hl,hr,pr,pl,fa,fb",Male,White
00002,No,No,No,"pr,fa,rc,qr,ql,hr,pl,hl,ra,fb,rb",Male,White
00512,Yes,No,No,"a,pr,pl,hl,fb,hr,fa,qr,ql",Male,Asian
00333,No,No,No,"fa,hl,hr,fb,pl,pr",Male,White
00761,No,No,Yes,"ql,hr,pl,ra,pr,rc,fb,hl,qr,fa,rb",Male,White
00570,Yes,No,No,"hl,a,pr,rb,hr,ql,fb,rc,fa,qr,pl,ra",Male,Asian
00598,No,No,No,"fb,rc,ql,pr,hr,re,rd,fa,qr,hl,pl",Female,Asian
00897,No,No,No,"hr,pl,fb,pr,re,rc,qr,fa,hl,ql,rd",Male,White
00928,No,No,No,"hl,ql,pr,hr,fa,ra,rb,pl,rc,fb,qr",Male,White
01006,No,No,Yes,"hr,qr,pr,re,hl,rd,pl,ql,rc,fb,fa",Male,White
00287,Yes,No,No,"fb,fa,hr,a,pl,hl,pr",Male,White
00534,Yes,No,No,"pl,a,pr,fa,ql,qr,hr,fb,hl",Female,White
00653,No,No,No,"rc,qr,pr,ra,hr,hl,fb,ql,pl,rb,fa",Female,White
00329,No,No,No,"fa,fb,pl,hr,pr,hl",Female,White
00768,No,No,No,"rc,pr,re,fb,hr,qr,pl,fa,rd,hl,ql,ra,rb",Male,White
00840,No,No,No,"fb,pl,fa,pr,hr,hl",Female,White
00603,No,No,No,"pr,pl,rc,qr,hl,hr,ql,fb,ra,fa,rb",Male,White
00901,No,No,Yes,"fb,rc,qr,hl,ql,fa,pr,ra,hr,pl,rb",Male,White
00889,No,No,No,"hr,fa,fb,pl,qr,hl,ql,re,rd,rc,pr",Female,White
00386,No,No,No,"pl,fb,hr,pr,fa,hl",Female,Black
00896,No,Yes,No,"rc,re,qr,fb,hl,fa,pr,pl,hr,rd,ql",Male,White
00049,No,No,No,"pl,pr,fb,hl,fa",Male,White
00595,No,Yes,No,"fa,fb,rd,pr,rc,ql,hr,hl,re,pl,qr",Male,White
00938,No,No,No,"fb,rc,pl,hl,hr,ra,fa,pr,rb,qr,ql",Male,White
00215,Yes,No,No,a,Male,Asian
00455,No,No,No,"pr,fa,fb,hr,hl,pl",Female,White
00695,No,No,No,"qr,rb,fa,hl,hr,fb,pr,ql,rc,pl,ra",Male,White
00150,Yes,No,No,a,Male,Asian
00315,No,No,No,"pr,fa,fb,hl,pl,hr",Female,White
00555,No,No,No,"qr,hl,hr,pl,fa,ql,pr,fb",Female,White
00795,No,No,No,"hl,rd,rc,qr,re,fa,pr,fb,ql,hr,pl",Male,Asian
00778,No,No,No,"fb,qr,re,hl,pl,ql,fa,pr,rd,hr,rc",Male,White
00001,Yes,No,No,a,Male,White
00266,No,No,No,"pr,fb,hl,fa,pl,hr",Female,White
00949,No,No,No,"qr,rb,fa,hr,fb,pr,pl,rc,ql,hl,ra",,
00109,No,No,No,"pl,fa,pr,fb,hr",Male,White
00682,No,No,No,"hl,qr,rc,ql,fa,fb,pr,pl,rb,ra,hr",Female,White
00517,Yes,No,No,"pr,qr,fa,a,pl,ql,fb,hr,hl",Male,White
00874,No,No,No,"pr,hl,fa,hr,fb,pl",Male,White
00032,Yes,No,No,a,Female,White
00420,No,No,No,"fa,hr,pr,hl,pl,fb",Female,White
00542,No,No,No,"qr,fa,hr,fb,pr,ql,hl,pl",Male,White
00948,No,No,No,"hl,rc,fa,pl,re,ql,qr,hr,fb,rd,pr",,
01004,No,Yes,No,"rc,ra,qr,fb,fa,pr,hr,hl,pl,ql,rb",Male,White
00669,Yes,No,Yes,"hl,ql,rc,fa,pl,a,fb,hr,qr,rb,ra,pr",Male,White
00983,No,No,No,"pl,pr,fb,qr,rc,hr,rd,hl,fa,re",Male,White
00760,No,No,Yes,"hr,fb,fa,rc,hl,ql,qr,rd,pr,rb,pl,re,ra",Male,White
00111,No,No,No,"fa,fb,hl,pl,pr",Female,White
00947,No,No,No,"fb,hl,ra,pr,rc,rb,ql,hr,fa,pl,qr",Male,White
00788,No,No,No,"hr,fa,hl,rb,ra,pl,pr,qr,rc,ql,fb",Female,White
00389,No,No,No,"fb,hr,pl,hl,pr,fa",Female,White
00337,No,No,No,"hr,pl,hl,pr,fb,fa",Female,White
00641,No,Yes,No,"pr,ql,rc,rd,fb,hl,pl,fa,hr,re,qr",Male,White
00724,No,No,No,"rc,fb,hr,pl,fa,hl,ra,re,pr,rd,ql,qr,rb",Male,Asian
00933,No,No,No,"hr,pr,qr,fb,rc,hl,fa,rd,ql,re,pl",Male,Asian
00994,No,No,No,"rc,ql,pr,fb,hr,pl,hl,ra,fa,rb,qr",Male,Asian
00946,No,No,No,"ql,pl,rd,re,fb,hr,fa,qr,hl,pr,rc",Female,Black
00729,No,Yes,No,"pl,hl,fb,qr,fa,hr,pr,ra,rb,ql,rc",Male,White
00958,No,No,No,"rd,rc,pl,qr,ql,hl,fa,pr,re,hr,fb",Female,White
00767,No,Yes,No,"pl,hl,rb,fb,pr,fa,rc,qr,ql,hr,ra",Male,White
00157,Yes,No,No,"a,pr,re,fb,rd,fa,qr,hl,rc,pl,ql,hr",Male,Asian
00449,No,No,No,"fa,hl,fb,pl,pr,hr",Female,Asian
00798,No,No,No,"hr,fa,pr,hl,qr,fb,rd,pl,rc,re,ql",Male,White
00805,No,No,Yes,"fb,ql,qr,fa,pl,re,rc,pr,hl,hr,rd",Male,White
00751,No,No,Yes,"fb,rb,pr,hr,ql,fa,re,ra,rc,pl,hl,rd,qr",Male,White
00316,No,No,No,"pl,fa,fb,hr,pr,hl",Female,White
00826,No,No,No,"fb,hr,fa,pl,pr,hl",Male,White
00905,No,No,Yes,"rb,hr,fa,hl,pl,ql,rc,ra,pr,qr,fb",Male,White
00340,Yes,No,No,"fa,a,hr,hl,fb,pr,pl",Male,White
00169,Yes,No,No,a,Male,Asian
00587,No,No,No,"pr,rc,qr,ra,hl,fb,rb,fa,ql,hr,pl",Male,Hispanic
00968,No,No,Yes,"rb,hr,hl,ql,ra,qr,fa,pr,fb,rc,pl",Male,White
00213,No,No,No,"hl,pr,fb,pl,hr,fa",Male,White
00509,Yes,No,No,"a,qr,hl,pr,hr,pl,fb,ql,fa",Male,White
00062,No,No,No,"pr,fa,fb,hl,pl",Male,White
00572,No,No,No,"rb,pl,pr,rc,qr,ra,hl,fa,ql,fb,hr",Male,Asian
00706,No,No,No,"fa,fb,ql,qr,ra,hl,pl,rb,rc,pr,hr",Male,White
00044,No,No,No,"pl,pr,fb,hl,fa",Female,Asian
00610,No,No,No,"fb,rd,fa,qr,re,hl,hr,ql,rc,pl,pr",Male,Asian
00086,No,No,No,"hl,hr,fb,pl,pr,fa",Male,White
00229,No,No,No,"fa,fb,hr,pl,pr,hl",Male,White
00950,No,Yes,No,"hl,re,pr,ql,fb,fa,qr,rd,pl",Male,White
01207,No,Yes,No,"hr,pr,fa,hl,fb,pl",Male,Asian
00273,No,No,Yes,"hl,pr,hr,pl,fa,fb",Male,Black
00978,No,No,No,"fb,rb,fa,ra,pr,qr,pl,ql,hl,hr,rc",,
00789,No,No,No,"pr,hl,pl,ql,ra,re,fb,hr,rb,fa,rc,qr,rd",Female,White
00914,No,No,No,"pr,re,pl,hr,fb,ql,rd,fa,qr,hl",Female,White
00164,Yes,No,No,a,Male,Asian
00491,No,No,No,"fa,ql,qr,pl,fb,hr,rd,pr,hl,re,rc",Male,White
00593,No,No,No,"rb,fa,ql,qr,hr,hl,fb,pr,rc,pl,ra",Male,White
00817,No,No,No,"fa,pl,rc,fb,hr,qr,pr,ql,ra,rb",Male,White
00207,No,No,No,"pl,pr,fa,hl,fb,hr",Male,White
00766,No,No,No,"pl,hr,ql,rc,fb,pr,re,qr,hl,rd,fa",Male,White
00849,Yes,No,No,a,Female,White
00009,Yes,No,No,a,Male,Asian
00988,No,No,No,"fa,fb,ql,pl,hr,rd,rc,re,hl,qr,pr",Male,Asian
00543,No,No,No,"pr,hr,fb,re,rc,fa,hl,qr,ql,pl,rd",,
00175,Yes,No,No,a,Female,White
00530,No,No,No,"hl,fb,qr,pl,ql,fa,pr,hr",Female,White
00101,No,No,No,"fa,pl,fb,pr,hr",Female,Hispanic
00637,No,No,No,"rc,rb,fa,hr,pr,qr,fb,pl,ra,ql,hl",Female,Asian
00569,No,No,No,"qr,pl,pr,ra,fb,ql,fa,rc,hr,hl,rb",Female,Hispanic
00035,No,No,No,"hr,hl,pr,fa,fb",Male,White
00275,No,No,No,"hr,fb,pr,fa,pl,hl",,
00027,No,No,No,"hr,fa,pr,hl,fb",Female,White
00631,No,No,No,"hr,rb,qr,hl,fb,ql,ra,pr,fa,pl,rc",Female,Asian
00092,No,No,No,"fa,fb,pl,pr,hr",Female,Black
00136,No,No,No,"hr,fb,pr,pl,fa",Male,White
00646,No,No,No,"rd,fa,pr,rc,pl,re,qr,fb,hl,hr,ql",Male,White
00863,No,No,No,"hl,pl,fb,hr,pr,fa",Male,White
00135,Yes,No,No,a,Male,Asian
00909,No,No,No,"pl,fa,rc,hr,rb,fb,qr,ra,pr,ql,hl",Male,White
00234,No,No,No,"pl,hl,hr,fb,pr,fa",Male,Asian
00800,No,No,Yes,"re,rd,qr,ql,fb,fa,pl,hr,rc,pr,hl",Male,Asian
00412,No,No,No,"hr,pr,fb,pl,fa,hl",Female,White
01009,No,No,No,"qr,pl,hl,rc,fa,rd,fb,ql,pr,re,hr",Female,Black
00998,No,Yes,No,"pr,rc,re,hr,hl,pl,fa,fb,rd,ql,qr",Male,White
00457,No,No,No,"hr,pr,fb,fa,hl,pl",Female,White
00813,No,No,No,"fa,ra,hr,fb,qr,rb,rc,pl,pr,hl,ql",Male,White
00629,No,No,No,"qr,fa,hr,pr,ra,fb,ql,pl,rc,hl,rb",Male,Asian
00016,No,No,No,"hl,fa,fb,hr,pr",Male,Pacific
00741,No,No,No,"pr,qr,fa,ql,fb,rd,hl,re,hr,pl,rc",Male,White
00354,No,No,No,"fa,hl,hr,pl,pr,fb",Female,White
00887,No,No,No,"re,rc,ql,qr,pl,rd,pr,fb,hl,hr,fa",Male,White
00110,No,No,No,"fa,pl,pr,hr,fb",Male,Asian
00008,Yes,No,Yes,a,Male,Asian
00409,No,No,No,"fb,hr,hl,pl,pr,fa",Female,White
00720,No,No,No,"rb,hl,pr,hr,ql,fb,fa,re,pl,qr,rc,rd,ra",Female,Black
00625,No,No,No,"rb,hl,fa,hr,fb,pr,ql,ra,pl,rc,qr",Male,Asian
00865,Yes,No,No,a,Male,White
00018,No,No,No,"hl,pr,hr,fa,fb",Female,White
01012,No,No,No,"rb,pl,hl,fa,pr,ra,rc,ql,hr,fb,qr",Male,White
00586,No,No,Yes,"rd,rc,fa,hl,ql,fb,re,qr,pl,pr,hr",Male,Black
00725,No,No,No,"pl,pr,hl,ra,ql,fb,rc,fa,hr,rb,qr",Female,White
00965,No,No,No,"pl,pr,ql,ra,hl,rc,qr,rb,fb,fa,hr",Female,Hispanic
00442,No,No,No,"fa,pr,hl,hr,fb,pl",Female,Asian
00481,Yes,No,No,"pl,fa,hr,a,hl,ql,qr,pr,fb",Female,White
00952,No,No,No,"hl,pr,fa,ql,fb,hr,rd,re,qr,rc,pl",Male,White
00302,No,No,No,"fb,pl,fa,pr,hr,hl",Female,Black
00424,No,No,No,"pl,fb,pr,fa,hr,hl",Female,Hispanic
00902,No,No,Yes,"rc,hr,hl,rb,qr,ql,fa,fb,ra,pl",Male,White
00153,No,No,No,"fb,hr,fa,hl,pr",Male,Asian
00694,No,No,No,"re,pl,fa,ql,hl,fb,hr,rd,rc,qr,pr",Female,White
00466,No,No,No,"pl,hl,qr,hr,fb,fa,pr,ql",Female,White
00090,No,No,No,"fb,pl,fa,pr,hr",Female,White
00028,No,No,Yes,"fa,rc,qr,hl,hr,ra,pr,fb,pl,ql,rb",Male,Asian
00473,No,No,No,"qr,hl,fb,re,ql,rd,hr,pr,fa,pl,rc",Male,White
00103,Yes,Yes,No,a,Male,Asian
00591,No,No,No,"pl,hr,ql,rb,hl,qr,fb,pr,ra,rc,fa",Male,White
00300,No,No,No,"fb,fa,pl,hl,hr,pr",Male,Black
00544,Yes,No,Yes,"a,qr,fa,hl,fb,hr,pl,pr,ql",Male,Black
00621,No,No,No,"pr,hr,pl,re,fa,fb,rc,qr,hl,ql,rb,rd,ra",Male,Hispanic
00423,No,No,No,"hl,fb,hr,fa,pl,pr",Female,White
00038,No,No,Yes,"fa,hl,hr,pr,fb,pl",Male,Asian
00809,No,No,No,"qr,fa,rd,hr,rb,rc,pr,ra,ql,pl,hl,fb,re",Male,Asian
00257,No,No,Yes,"hl,fa,pr,fb,hr,pl",Male,Black
00910,No,No,No,"hr,pl,ra,fb,qr,fa,rb,rc,hl,ql,pr",Female,White
00731,No,No,No,"pr,fa,hr,fb,rb,pl,qr,hl,ql,ra,rc",Female,White
00472,Yes,No,No,"a,fb,ql,fa,hl,pr,pl,ra,hr,rb,qr,rc",Female,Black
00982,No,No,No,"ra,rb,ql,hl,hr,pl,qr,rc,fa,fb,pr",Male,Asian
00516,Yes,No,No,"a,fb,hr,pr,ql,qr,hl,fa,pl",Male,Asian
00095,No,No,Yes,"pl,pr,hl,hr,fa,fb",Male,Asian
00687,No,No,No,"qr,rb,ra,rc,ql,pl,fa,pr,hr,hl,fb",Female,Asian
00332,No,No,No,"hr,fb,hl,pl,pr,fa",Male,Black
00932,No,No,No,"qr,ra,fa,ql,rb,hl,fb,rc,pr,hr,pl",Male,Asian
00048,Yes,No,No,a,Male,White
00077,No,No,No,"fa,hr,pr,pl",Male,Asian
00614,No,No,No,"qr,hr,ql,re,hl,pr,rc,pl,ra,rb,fa,rd,fb",Male,Asian
00884,No,No,No,"hr,fb,fa,rc,ra,qr,ql,rb,hl,pl,pr",Male,White
00280,No,No,No,"fa,hl,fb,hr,pr,pl",Female,White
00218,No,No,No,"pl,fa,hr,pr,fb,hl",Female,Asian
00906,No,No,Yes,"qr,rd,hl,hr,pl,fb,fa,rc,pr,re,ql",Male,White
00753,No,No,No,"qr,rd,re,rc,fa,fb,hr,hl,pr,ql,pl",Male,White
00286,Yes,No,No,"fa,hl,fb,a,hr,pl,pr",Male,White
00734,No,No,No,"ra,fa,fb,pl,qr,ql,hl,rb,pr,hr,rc",Male,Asian
00058,No,No,No,"hl,fb,fa,pl,pr",Male,Asian
00703,No,No,No,"hl,fa,pr,rd,ql,re,qr,fb,hr,rc,pl",Female,White
00471,No,No,No,"hr,fb,hl,ql,pr,qr,pl,fa",Male,White
00890,No,No,Yes,"hl,hr,pr,ql,pl,ra,rc,fa,rb,qr,fb",Male,White
00228,Yes,No,No,a,Male,Black
00917,No,No,No,"hl,rc,rb,qr,pl,pr,hr,fb,fa,ql,ra",Male,Black
00307,No,No,No,"fa,pl,hr,pr,fb,hl",Female,White
00068,No,No,No,"pl,hl,pr,fb,fa",Female,White
00585,No,No,No,"hr,pl,ra,hl,qr,pr,fa,ql,rc,fb,rb",Male,White
00966,No,No,No,"fa,re,hr,qr,pl,hl,rd,fb,rc,ql,pr",Male,White
00205,No,No,No,"pr,fb,pl,hr,hl,fa",Male,Asian
00581,No,No,No,"qr,pl,ql,fb,fa,rc,hr,pr,re,hl,rd",Female,White
00445,No,No,No,"hr,hl,pr,fb,fa,pl",Female,White
00362,No,No,No,"hl,fb,hr,fa,pr,pl",Male,White
00685,No,No,No,"rd,qr,fa,hr,rc,pr,pl,re,ql,fb,hl",Male,White
00737,No,No,No,"fa,qr,ql,fb,pl,pr,hr,ra,hl,re,rd,rb,rc",Male,Asian
00611,No,No,No,"fa,pl,hr,rb,ra,hl,ql,pr,rc,qr,fb",Male,Asian
00822,No,Yes,No,"fb,hr,pr,fa,hl,pl",Male,White
00127,No,No,No,"pr,hr,fa,fb,pl",Male,Black
00305,No,No,No,"hl,fa,hr,pl,fb,pr",Female,Black
00545,Yes,No,No,"a,qr,pr,hr,ql,pl,fb,hl,fa",Male,Asian
00785,No,No,No,"pr,hl,fb,ql,fa,pl,qr,re,hr,rd,rc",Male,White
00238,No,No,No,"hl,pl,hr,fb,pr,fa",Female,Hispanic
00054,Yes,No,No,a,Male,Asian
00336,No,No,No,"pl,fa,pr,hl,fb,hr",Female,White
00846,Yes,No,No,"fa,pr,fb,a,hr,pl",Male,White
00470,No,No,No,"ql,fa,pr,hl,qr,hr,re,rd,pl,fb,rc",Male,White
00078,Yes,Yes,No,a,Male,White
00093,No,Yes,No,"qr,pl,pr,hr,fa,fb,hl,re,rc,ql,rd",Male,Asian
00557,No,No,No,"pr,hl,ql,pl,fb,hr,qr,fa",Female,White
00721,No,Yes,No,"rc,fb,fa,ql,hl,rb,re,pr,pl,qr,hr,ra",Male,White
00924,No,Yes,No,"hl,fa,pl,ql,rc,fb,pr,qr,hr,rb",Male,White
00174,Yes,No,No,a,Male,Asian
00248,No,No,No,"hr,hl,fb,pl,pr,fa",Male,White
00043,No,No,No,"fa,pr,pl,hl,fb",Female,Asian
00216,No,No,No,"pl,fa,hl,fb,hr,pr",Male,Asian
00726,No,No,No,"hr,qr,rd,re,fb,ql,pl,fa,rc,pr,hl",Male,Asian
00987,No,No,No,"rc,rd,re,hl,pl,fa,hr,pr,fb,ql,qr",Male,White
00377,No,No,No,"hl,fb,pl,fa,pr,hr",Female,Black
00088,Yes,No,No,a,Male,Asian
00363,No,No,No,"fb,pr,hl,pl,hr,fa",Male,White
00050,No,No,No,"fb,hl,pr,pl,fa",Male,White
00197,No,No,No,"fa,pl,hr,hl,pr,fb",Female,Asian
00258,No,No,No,"hr,pl,fa,pr,hl,fb",Male,White
00392,Yes,No,No,"pr,a,hl,hr,fb,fa,pl",Female,Black
00683,No,No,No,"fa,rc,hr,re,hl,qr,rd,pl,ql,pr,fb",Male,White
00299,No,No,No,"fb,pl,fa,hl,hr,pr",Male,White
00313,No,No,No,"pl,pr,hr,fa,hl,fb",Female,Hispanic
00390,No,No,No,"pl,fa,hl,fb,hr,pr",Female,White
